customer_id,city,registration_date,age_group,gender,yandex_plus
YM001554,Ростов-на-Дону,2024-05-16,25-34,Ж,False
YM001555,Воронеж,2024-06-19,25-34,М,False
YM001556,Другие,2023-03-12,18-24,Ж,False
YM001557,Самара,2023-06-14,25-34,Ж,False
YM001558,Краснодар,2023-06-24,18-24,М,True
YM001559,Москва,2023-11-17,35-44,М,False
YM001560,Казань,2024-10-17,25-34,Ж,False
YM001561,Другие,2023-12-01,25-34,М,False
YM001562,Пермь,2023-11-04,35-44,Ж,True
YM001563,Москва,2023-12-20,25-34,М,False
YM001564,Другие,2023-04-03,25-34,Ж,False
YM001565,Санкт-Петербург,2024-01-17,35-44,М,True
YM001566,Нижний Новгород,2023-10-05,25-34,М,True
YM001567,Другие,2023-06-03,35-44,Ж,True
YM001568,Другие,2023-12-04,35-44,Ж,True
YM001569,Воронеж,2023-01-31,35-44,М,False
YM001570,Москва,2023-07-02,25-34,М,False
YM001571,Москва,2023-01-11,25-34,Ж,False
YM001572,Санкт-Петербург,2023-05-13,45-54,М,True
YM001573,Екатеринбург,2023-09-12,25-34,Ж,True
YM001574,Санкт-Петербург,2023-02-24,35-44,М,True
YM001575,Москва,2023-02-15,35-44,М,True
YM001576,Челябинск,2023-09-06,25-34,Ж,False
YM001577,Санкт-Петербург,2024-12-31,45-54,Ж,True
YM001578,Ростов-на-Дону,2023-05-14,25-34,М,False
YM001579,Казань,2024-09-03,18-24,М,False
YM001580,Самара,2023-12-10,45-54,М,True
YM001581,Москва,2023-11-30,25-34,М,True
YM001582,Екатеринбург,2023-01-30,55+,М,True
YM001583,Другие,2023-05-09,25-34,М,True
YM001584,Санкт-Петербург,2024-12-31,35-44,Ж,False
YM001585,Санкт-Петербург,2023-01-12,25-34,Ж,True
YM001586,Москва,2023-11-03,35-44,Ж,False
YM001587,Воронеж,2023-02-18,35-44,Ж,False
YM001588,Новосибирск,2023-07-14,25-34,М,False
YM001589,Москва,2024-01-30,25-34,Ж,False
YM001590,Санкт-Петербург,2024-12-31,18-24,Ж,False
YM001591,Новосибирск,2024-04-02,35-44,Ж,False
YM001592,Казань,2023-01-22,35-44,М,True
YM001593,Москва,2023-11-22,18-24,М,False
YM001594,Москва,2023-05-13,25-34,Ж,False
YM001595,Воронеж,2023-01-20,45-54,М,False
YM001596,Екатеринбург,2023-01-23,25-34,Ж,True
YM001597,Москва,2023-07-13,35-44,М,False
YM001598,Другие,2023-05-25,35-44,Ж,True
YM001599,Другие,2023-02-18,25-34,М,False
YM001600,Новосибирск,2023-08-19,45-54,Ж,True
YM001601,Другие,2023-06-03,25-34,Ж,False
YM001602,Москва,2023-03-11,25-34,М,False
YM001603,Москва,2024-12-31,35-44,Ж,False
YM001604,Москва,2023-02-06,18-24,М,True
YM001605,Санкт-Петербург,2023-03-10,55+,М,True
YM001606,Самара,2023-01-18,55+,Ж,True
YM001607,Москва,2023-05-09,35-44,Ж,True
YM001608,Самара,2023-01-23,45-54,М,True
YM001609,Москва,2023-01-01,55+,М,False
YM001610,Москва,2024-11-19,25-34,Ж,False
YM001611,Санкт-Петербург,2023-05-15,55+,М,True
YM001612,Москва,2023-03-13,18-24,Ж,False
YM001613,Челябинск,2023-06-28,25-34,Ж,False
YM001614,Другие,2023-06-12,25-34,Ж,True
YM001615,Другие,2023-09-23,45-54,Ж,False
YM001616,Москва,2023-12-04,45-54,М,True
YM001617,Другие,2024-02-10,35-44,Ж,True
YM001618,Нижний Новгород,2023-05-03,25-34,М,True
YM001619,Москва,2023-11-20,55+,М,True
YM001620,Другие,2023-02-01,25-34,Ж,True
YM001621,Нижний Новгород,2023-03-01,18-24,Ж,False
YM001622,Тюмень,2023-05-19,45-54,Ж,False
YM001623,Екатеринбург,2023-02-21,35-44,Ж,False
YM001624,Екатеринбург,2023-06-12,45-54,Ж,False
YM001625,Уфа,2024-01-26,55+,Ж,False
YM001626,Москва,2023-02-19,25-34,Ж,False
YM001627,Москва,2023-09-18,25-34,Ж,False
YM001628,Санкт-Петербург,2023-10-19,35-44,Ж,True
YM001629,Москва,2023-03-05,18-24,Ж,False
YM001630,Москва,2023-01-23,18-24,Ж,True
YM001631,Екатеринбург,2024-12-04,18-24,Ж,True
YM001632,Москва,2023-07-14,25-34,М,False
YM001633,Санкт-Петербург,2023-04-09,35-44,Ж,True
YM001634,Екатеринбург,2023-01-09,18-24,М,True
YM001635,Санкт-Петербург,2023-05-14,18-24,М,False
YM001636,Санкт-Петербург,2023-07-24,45-54,Ж,True
YM001637,Нижний Новгород,2023-04-07,25-34,Ж,False
YM001638,Москва,2023-07-22,25-34,Ж,True
YM001639,Пермь,2023-11-22,18-24,Ж,False
YM001640,Москва,2023-03-28,35-44,М,True
YM001641,Москва,2024-12-31,35-44,Ж,True
YM001642,Нижний Новгород,2023-02-14,25-34,М,True
YM001643,Другие,2023-04-06,35-44,Ж,True
YM001644,Другие,2024-12-31,25-34,Ж,False
YM001645,Другие,2023-03-25,18-24,М,False
YM001646,Самара,2023-10-17,35-44,М,False
YM001647,Тюмень,2023-07-07,25-34,М,False
YM001648,Другие,2023-04-24,25-34,М,True
YM001649,Воронеж,2024-03-17,55+,Ж,False
YM001650,Нижний Новгород,2023-03-20,25-34,Ж,False
YM001651,Воронеж,2023-03-15,55+,Ж,True
YM001652,Самара,2023-08-26,35-44,М,False
YM001653,Казань,2023-04-05,25-34,Ж,False
YM001654,Краснодар,2024-01-01,18-24,Ж,False
YM001655,Другие,2023-01-07,55+,М,True
YM001656,Ростов-на-Дону,2023-12-07,25-34,Ж,False
YM001657,Екатеринбург,2023-08-21,18-24,Ж,True
YM001658,Москва,2023-03-06,55+,М,True
YM001659,Нижний Новгород,2023-04-02,25-34,Ж,False
YM001660,Москва,2023-04-06,25-34,М,False
YM001661,Москва,2023-08-19,55+,Ж,True
YM001662,Другие,2023-05-24,45-54,Ж,True
YM001663,Другие,2023-09-15,35-44,М,False
YM001664,Тюмень,2023-01-13,25-34,Ж,False
YM001665,Нижний Новгород,2023-06-22,45-54,Ж,False
YM001666,Казань,2023-05-26,55+,Ж,True
YM001667,Новосибирск,2023-06-22,18-24,М,True
YM001668,Красноярск,2024-01-03,18-24,М,False
YM001669,Тюмень,2023-11-23,25-34,Ж,False
YM001670,Самара,2023-06-17,45-54,Ж,False
YM001671,Другие,2023-04-04,35-44,Ж,False
YM001672,Казань,2023-03-27,45-54,Ж,True
YM001673,Казань,2023-03-17,55+,Ж,True
YM001674,Другие,2024-09-07,25-34,Ж,False
YM001675,Самара,2023-03-07,45-54,Ж,False
YM001676,Москва,2024-05-03,18-24,М,False
YM001677,Москва,2023-03-28,25-34,Ж,True
YM001678,Другие,2023-11-20,25-34,Ж,True
YM001679,Ростов-на-Дону,2023-03-07,35-44,Ж,False
YM001680,Краснодар,2023-03-14,35-44,М,False
YM001681,Москва,2024-04-18,55+,М,True
YM001682,Санкт-Петербург,2023-05-16,25-34,Ж,True
YM001683,Самара,2023-01-27,35-44,М,True
YM001684,Москва,2023-01-09,25-34,М,False
YM001685,Самара,2023-10-21,18-24,М,False
YM001686,Самара,2023-04-02,45-54,Ж,False
YM001687,Москва,2024-02-20,35-44,Ж,False
YM001688,Красноярск,2023-04-23,25-34,Ж,False
YM001689,Москва,2023-10-31,35-44,М,True
YM001690,Казань,2023-05-01,18-24,Ж,False
YM001691,Нижний Новгород,2023-07-02,18-24,Ж,True
YM001692,Екатеринбург,2024-05-12,55+,М,True
YM001693,Новосибирск,2023-01-05,45-54,Ж,True
YM001694,Москва,2023-02-02,55+,Ж,False
YM001695,Ростов-на-Дону,2023-01-01,18-24,М,False
YM001696,Москва,2024-01-20,25-34,Ж,False
YM001697,Другие,2024-03-01,35-44,Ж,True
YM001698,Другие,2023-01-12,45-54,М,False
YM001699,Москва,2024-12-31,25-34,М,False
YM001700,Санкт-Петербург,2023-07-28,25-34,М,True
YM001701,Санкт-Петербург,2023-12-10,45-54,М,False
YM001702,Санкт-Петербург,2023-03-19,35-44,М,True
YM001703,Уфа,2023-02-24,35-44,Ж,True
YM001704,Москва,2023-07-24,18-24,М,False
YM001705,Другие,2023-02-10,18-24,Ж,True
YM001706,Краснодар,2023-03-16,25-34,М,False
YM001707,Москва,2023-03-19,55+,Ж,False
YM001708,Другие,2023-05-24,35-44,Ж,False
YM001709,Нижний Новгород,2023-02-13,35-44,М,True
YM001710,Москва,2023-02-28,45-54,Ж,False
YM001711,Москва,2023-12-02,18-24,Ж,True
YM001712,Другие,2023-06-15,25-34,Ж,True
YM001713,Екатеринбург,2024-04-13,25-34,Ж,False
YM001714,Москва,2024-05-02,35-44,М,True
YM001715,Москва,2023-07-11,55+,Ж,True
YM001716,Москва,2023-01-01,45-54,Ж,False
YM001717,Санкт-Петербург,2024-01-23,55+,М,False
YM001718,Санкт-Петербург,2024-10-09,25-34,М,True
YM001719,Москва,2023-02-12,45-54,Ж,True
YM001720,Санкт-Петербург,2023-05-07,25-34,М,True
YM001721,Москва,2023-01-30,55+,М,False
YM001722,Санкт-Петербург,2023-01-01,45-54,М,True
YM001723,Санкт-Петербург,2023-01-19,25-34,М,True
YM001724,Другие,2023-05-05,18-24,Ж,False
YM001725,Санкт-Петербург,2023-05-18,25-34,Ж,False
YM001726,Екатеринбург,2023-02-27,35-44,М,False
YM001727,Санкт-Петербург,2023-01-06,35-44,М,True
YM001728,Другие,2023-01-28,25-34,Ж,True
YM001729,Казань,2023-01-04,45-54,Ж,True
YM001730,Тюмень,2023-04-16,35-44,Ж,True
YM001731,Другие,2023-05-16,25-34,Ж,True
YM001732,Санкт-Петербург,2023-04-27,25-34,Ж,False
YM001733,Челябинск,2023-08-08,25-34,М,False
YM001734,Пермь,2024-05-03,25-34,Ж,False
YM001735,Другие,2023-02-08,25-34,Ж,False
YM001736,Воронеж,2023-02-09,18-24,М,True
YM001737,Москва,2023-01-24,25-34,Ж,False
YM001738,Москва,2023-01-08,35-44,М,False
YM001739,Казань,2023-01-14,18-24,М,True
YM001740,Красноярск,2023-10-05,45-54,М,False
YM001741,Екатеринбург,2023-03-01,35-44,М,True
YM001742,Красноярск,2023-06-17,35-44,Ж,False
YM001743,Москва,2023-03-02,18-24,М,False
YM001744,Воронеж,2023-03-29,18-24,Ж,True
YM001745,Санкт-Петербург,2023-07-22,55+,Ж,False
YM001746,Санкт-Петербург,2023-08-08,45-54,Ж,False
YM001747,Другие,2023-03-03,25-34,Ж,False
YM001748,Казань,2024-01-29,18-24,М,False
YM001749,Казань,2023-01-11,45-54,М,True
YM001750,Санкт-Петербург,2023-05-06,35-44,Ж,True
YM001751,Другие,2023-01-31,35-44,М,False
YM001752,Красноярск,2023-05-15,18-24,Ж,False
YM001753,Самара,2023-02-05,45-54,Ж,False
YM001754,Нижний Новгород,2023-06-09,18-24,Ж,False
YM001755,Москва,2023-11-29,35-44,Ж,True
YM001756,Краснодар,2024-11-20,25-34,М,False
YM001757,Москва,2023-01-07,35-44,Ж,False
YM001758,Другие,2023-03-01,18-24,М,False
YM001759,Нижний Новгород,2023-04-12,25-34,М,False
YM001760,Краснодар,2023-04-29,45-54,Ж,True
YM001761,Другие,2023-05-23,25-34,Ж,True
YM001762,Москва,2023-03-05,35-44,Ж,False
YM001763,Санкт-Петербург,2023-03-18,25-34,Ж,False
YM001764,Другие,2024-04-26,25-34,М,True
YM001765,Красноярск,2023-06-09,18-24,Ж,True
YM001766,Москва,2023-01-10,18-24,М,True
YM001767,Москва,2024-01-25,35-44,М,True
YM001768,Санкт-Петербург,2023-12-01,25-34,М,True
YM001769,Нижний Новгород,2023-02-23,25-34,Ж,True
YM001770,Челябинск,2024-01-24,25-34,Ж,False
YM001771,Самара,2024-08-05,35-44,Ж,False
YM001772,Санкт-Петербург,2023-06-08,45-54,Ж,True
YM001773,Санкт-Петербург,2024-02-26,35-44,Ж,False
YM001774,Москва,2024-10-27,45-54,М,False
YM001775,Воронеж,2023-02-14,25-34,Ж,True
YM001776,Челябинск,2023-08-29,35-44,М,False
YM001777,Ростов-на-Дону,2023-04-01,18-24,Ж,True
YM001778,Другие,2024-12-31,18-24,Ж,False
YM001779,Москва,2024-01-10,18-24,М,True
YM001780,Москва,2023-03-07,35-44,Ж,True
YM001781,Москва,2023-03-10,45-54,М,True
YM001782,Санкт-Петербург,2023-02-09,25-34,Ж,False
YM001783,Москва,2023-01-02,45-54,М,True
YM001784,Другие,2023-11-02,55+,Ж,True
YM001785,Санкт-Петербург,2024-04-20,45-54,М,True
YM001786,Другие,2023-09-02,18-24,Ж,True
YM001787,Москва,2023-10-03,25-34,Ж,False
YM001788,Другие,2023-04-20,45-54,М,True
YM001789,Екатеринбург,2023-04-17,25-34,Ж,False
YM001790,Санкт-Петербург,2023-03-20,25-34,Ж,True
YM001791,Москва,2024-12-31,25-34,М,True
YM001792,Нижний Новгород,2023-01-31,25-34,М,True
YM001793,Санкт-Петербург,2023-05-21,25-34,М,True
YM001794,Москва,2023-10-09,35-44,М,False
YM001795,Другие,2023-09-07,25-34,Ж,False
YM001796,Другие,2024-04-08,45-54,Ж,False
YM001797,Санкт-Петербург,2023-09-23,18-24,М,False
YM001798,Уфа,2023-06-10,25-34,М,False
YM001799,Самара,2023-05-08,18-24,М,True
YM001800,Москва,2023-09-26,45-54,Ж,False
YM001801,Краснодар,2024-05-08,35-44,Ж,False
YM001802,Екатеринбург,2024-01-29,25-34,М,False
YM001803,Москва,2023-01-25,45-54,Ж,False
YM001804,Нижний Новгород,2023-07-31,25-34,Ж,False
YM001805,Санкт-Петербург,2023-05-21,18-24,М,False
YM001806,Воронеж,2023-09-28,25-34,Ж,True
YM001807,Другие,2024-09-14,25-34,М,True
YM001808,Санкт-Петербург,2024-01-26,18-24,Ж,False
YM001809,Другие,2023-08-22,45-54,Ж,False
YM001810,Казань,2023-02-07,55+,М,False
YM001811,Москва,2023-05-09,35-44,М,True
YM001812,Санкт-Петербург,2023-11-30,18-24,М,True
YM001813,Санкт-Петербург,2023-07-14,45-54,Ж,False
YM001814,Санкт-Петербург,2023-03-31,45-54,М,True
YM001815,Москва,2023-02-02,35-44,Ж,True
YM001816,Москва,2024-04-01,25-34,Ж,False
YM001817,Ростов-на-Дону,2023-02-13,18-24,Ж,True
YM001818,Ростов-на-Дону,2023-01-09,18-24,М,True
YM001819,Другие,2023-09-24,25-34,М,False
YM001820,Челябинск,2023-01-07,25-34,М,True
YM001821,Другие,2024-06-22,35-44,Ж,True
YM001822,Санкт-Петербург,2023-02-19,35-44,Ж,True
YM001823,Другие,2023-01-20,25-34,М,True
YM001824,Казань,2024-12-31,35-44,М,False
YM001825,Санкт-Петербург,2023-02-07,35-44,М,False
YM001826,Санкт-Петербург,2023-04-21,25-34,Ж,True
YM001827,Москва,2023-02-24,18-24,М,False
YM001828,Нижний Новгород,2023-02-13,18-24,М,True
YM001829,Другие,2023-05-26,25-34,М,True
YM001830,Москва,2023-03-16,35-44,М,False
YM001831,Санкт-Петербург,2023-03-18,18-24,М,False
YM001832,Санкт-Петербург,2023-01-15,18-24,М,True
YM001833,Челябинск,2023-07-05,45-54,Ж,True
YM001834,Другие,2023-07-13,25-34,М,True
YM001835,Санкт-Петербург,2023-12-30,35-44,М,False
YM001836,Санкт-Петербург,2023-08-18,25-34,Ж,False
YM001837,Москва,2023-03-23,35-44,Ж,False
YM001838,Другие,2023-03-01,25-34,Ж,False
YM001839,Санкт-Петербург,2023-01-27,18-24,М,True
YM001840,Москва,2024-12-31,25-34,Ж,False
YM001841,Екатеринбург,2024-03-17,25-34,М,True
YM001842,Ростов-на-Дону,2023-09-23,55+,Ж,False
YM001843,Другие,2023-02-11,55+,Ж,True
YM001844,Краснодар,2023-05-23,45-54,Ж,False
YM001845,Самара,2024-12-31,25-34,М,False
YM001846,Москва,2023-07-27,25-34,М,False
YM001847,Другие,2023-09-23,45-54,М,False
YM001848,Новосибирск,2023-03-20,35-44,Ж,True
YM001849,Самара,2023-02-21,25-34,М,False
YM001850,Краснодар,2024-07-01,25-34,Ж,True
YM001851,Ростов-на-Дону,2023-02-02,25-34,Ж,True
YM001852,Москва,2023-12-22,18-24,М,True
YM001853,Москва,2024-12-31,35-44,Ж,False
YM001854,Санкт-Петербург,2024-01-10,55+,М,False
YM001855,Другие,2023-11-22,35-44,М,True
YM001856,Самара,2024-12-31,45-54,Ж,True
YM001857,Москва,2023-02-06,35-44,Ж,True
YM001858,Москва,2023-03-06,45-54,Ж,True
YM001859,Новосибирск,2023-09-20,35-44,М,True
YM001860,Ростов-на-Дону,2023-10-21,25-34,М,False
YM001861,Санкт-Петербург,2024-02-25,35-44,Ж,False
YM001862,Москва,2023-01-18,35-44,М,False
YM001863,Другие,2023-01-20,35-44,М,True
YM001864,Другие,2024-12-31,18-24,М,True
YM001865,Москва,2023-05-31,55+,Ж,True
YM001866,Ростов-на-Дону,2023-03-23,25-34,М,False
YM001867,Москва,2023-02-02,45-54,М,True
YM001868,Санкт-Петербург,2023-09-17,55+,М,False
YM001869,Ростов-на-Дону,2023-06-25,55+,Ж,False
YM001870,Санкт-Петербург,2023-02-17,25-34,Ж,True
YM001871,Другие,2023-03-22,35-44,М,False
YM001872,Санкт-Петербург,2024-03-24,25-34,М,False
YM001873,Ростов-на-Дону,2023-01-06,25-34,М,True
YM001874,Екатеринбург,2023-03-24,35-44,Ж,False
YM001875,Москва,2024-03-26,45-54,Ж,True
YM001876,Казань,2023-11-24,55+,М,False
YM001877,Красноярск,2024-12-08,45-54,Ж,True
YM001878,Нижний Новгород,2023-01-10,25-34,Ж,True
YM001879,Другие,2023-08-02,35-44,М,False
YM001880,Екатеринбург,2023-01-10,25-34,М,False
YM001881,Санкт-Петербург,2023-03-22,55+,М,False
YM001882,Краснодар,2024-12-31,45-54,М,True
YM001883,Москва,2023-09-08,55+,Ж,True
YM001884,Москва,2023-02-23,35-44,М,True
YM001885,Санкт-Петербург,2024-05-22,25-34,М,False
YM001886,Другие,2024-12-31,35-44,Ж,False
YM001887,Екатеринбург,2023-03-06,35-44,Ж,True
YM001888,Казань,2023-10-31,45-54,М,True
YM001889,Казань,2023-03-08,35-44,М,True
YM001890,Самара,2023-08-21,35-44,Ж,False
YM001891,Новосибирск,2023-05-11,45-54,М,True
YM001892,Екатеринбург,2024-04-30,35-44,Ж,False
YM001893,Другие,2023-01-14,45-54,М,True
YM001894,Москва,2023-05-30,18-24,Ж,True
YM001895,Новосибирск,2023-09-14,45-54,М,True
YM001896,Санкт-Петербург,2023-01-01,25-34,Ж,True
YM001897,Ростов-на-Дону,2024-12-31,18-24,М,True
YM001898,Санкт-Петербург,2023-02-15,45-54,Ж,True
YM001899,Нижний Новгород,2023-01-18,25-34,Ж,True
YM001900,Москва,2023-09-22,55+,Ж,False
YM001901,Москва,2024-01-05,18-24,Ж,False
YM001902,Екатеринбург,2023-03-21,55+,М,False
YM001903,Москва,2023-07-19,25-34,Ж,False
YM001904,Красноярск,2023-08-08,55+,Ж,False
YM001905,Москва,2023-02-12,25-34,Ж,False
YM001906,Другие,2024-05-15,25-34,Ж,True
YM001907,Москва,2023-10-31,45-54,М,True
YM001908,Москва,2023-05-16,18-24,Ж,False
YM001909,Казань,2023-05-25,35-44,М,False
YM001910,Санкт-Петербург,2023-05-31,35-44,Ж,False
YM001911,Москва,2023-12-31,45-54,Ж,True
YM001912,Казань,2023-01-22,18-24,Ж,False
YM001913,Москва,2023-08-24,45-54,М,True
YM001914,Уфа,2023-04-09,35-44,Ж,False
YM001915,Москва,2023-03-14,35-44,М,True
YM001916,Другие,2023-06-03,55+,Ж,True
YM001917,Москва,2023-08-13,25-34,Ж,False
YM001918,Самара,2023-06-25,18-24,Ж,True
YM001919,Уфа,2023-04-14,45-54,Ж,True
YM001920,Москва,2023-08-15,45-54,Ж,False
YM001921,Санкт-Петербург,2024-02-23,25-34,М,False
YM001922,Тюмень,2023-05-07,55+,М,False
YM001923,Другие,2023-09-13,45-54,Ж,True
YM001924,Москва,2023-02-05,18-24,Ж,True
YM001925,Москва,2023-03-07,35-44,Ж,False
YM001926,Челябинск,2023-08-08,25-34,М,False
YM001927,Москва,2023-04-16,18-24,М,True
YM001928,Ростов-на-Дону,2023-10-16,25-34,Ж,False
YM001929,Тюмень,2023-03-31,35-44,М,True
YM001930,Санкт-Петербург,2024-02-28,35-44,М,False
YM001931,Нижний Новгород,2023-08-26,25-34,Ж,False
YM001932,Москва,2023-10-16,18-24,М,True
YM001933,Челябинск,2023-06-18,55+,М,False
YM001934,Москва,2023-11-09,18-24,Ж,True
YM001935,Санкт-Петербург,2023-04-07,45-54,М,False
YM001936,Красноярск,2023-08-02,25-34,М,False
YM001937,Санкт-Петербург,2023-03-28,45-54,Ж,True
YM001938,Ростов-на-Дону,2023-05-16,25-34,Ж,False
YM001939,Екатеринбург,2023-07-08,25-34,М,False
YM001940,Москва,2023-05-28,25-34,М,True
YM001941,Санкт-Петербург,2024-03-08,35-44,Ж,True
YM001942,Другие,2023-03-19,55+,Ж,False
YM001943,Другие,2023-09-28,18-24,М,False
YM001944,Воронеж,2023-07-05,35-44,Ж,True
YM001945,Москва,2023-02-28,18-24,М,True
YM001946,Москва,2023-02-27,25-34,Ж,False
YM001947,Казань,2023-07-18,35-44,М,False
YM001948,Красноярск,2024-11-05,35-44,М,True
YM001949,Москва,2023-01-25,35-44,М,False
YM001950,Казань,2023-03-15,25-34,М,False
YM001951,Новосибирск,2024-02-11,45-54,М,False
YM001952,Новосибирск,2024-12-31,35-44,Ж,True
YM001953,Санкт-Петербург,2024-12-31,25-34,Ж,True
YM001954,Москва,2023-03-22,18-24,М,False
YM001955,Москва,2023-01-10,18-24,М,True
YM001956,Москва,2023-05-17,18-24,М,False
YM001957,Пермь,2023-07-26,55+,Ж,True
YM001958,Казань,2023-02-19,55+,Ж,True
YM001959,Москва,2024-03-05,45-54,Ж,False
YM001960,Екатеринбург,2023-06-08,45-54,Ж,True
YM001961,Екатеринбург,2023-05-17,25-34,Ж,False
YM001962,Воронеж,2023-08-13,55+,М,True
YM001963,Казань,2023-07-03,45-54,Ж,False
YM001964,Краснодар,2023-09-10,35-44,М,True
YM001965,Москва,2023-01-17,55+,Ж,False
YM001966,Санкт-Петербург,2024-02-13,25-34,Ж,False
YM001967,Ростов-на-Дону,2023-10-28,35-44,М,False
YM001968,Екатеринбург,2023-08-28,25-34,Ж,True
YM001969,Казань,2024-04-29,45-54,Ж,False
YM001970,Москва,2024-12-31,18-24,Ж,False
YM001971,Другие,2023-02-10,25-34,М,False
YM001972,Казань,2023-05-10,35-44,М,True
YM001973,Екатеринбург,2023-07-14,35-44,Ж,True
YM001974,Самара,2023-02-20,18-24,Ж,True
YM001975,Санкт-Петербург,2023-04-13,45-54,М,False
YM001976,Санкт-Петербург,2023-05-17,18-24,Ж,True
YM001977,Красноярск,2023-02-20,18-24,М,False
YM001978,Санкт-Петербург,2024-05-01,45-54,Ж,True
YM001979,Екатеринбург,2024-04-18,25-34,М,False
YM001980,Санкт-Петербург,2023-06-23,18-24,Ж,True
YM001981,Другие,2023-01-08,25-34,М,True
YM001982,Другие,2023-04-15,35-44,Ж,True
YM001983,Москва,2023-12-20,45-54,М,False
YM001984,Москва,2023-02-07,18-24,М,False
YM001985,Санкт-Петербург,2024-05-17,55+,М,True
YM001986,Санкт-Петербург,2024-01-31,35-44,Ж,True
YM001987,Красноярск,2023-11-17,45-54,М,False
YM001988,Краснодар,2023-02-14,35-44,Ж,False
YM001989,Москва,2023-06-07,35-44,М,False
YM001990,Санкт-Петербург,2024-05-13,35-44,М,False
YM001991,Санкт-Петербург,2023-06-13,18-24,Ж,False
YM001992,Москва,2023-04-26,25-34,Ж,False
YM001993,Москва,2024-09-28,25-34,М,True
YM001994,Казань,2023-04-05,25-34,М,True
YM001995,Воронеж,2023-01-14,45-54,М,False
YM001996,Казань,2023-01-15,35-44,Ж,False
YM001997,Санкт-Петербург,2023-07-26,25-34,Ж,False
YM001998,Санкт-Петербург,2023-06-17,35-44,Ж,False
YM001999,Екатеринбург,2023-01-10,25-34,Ж,False
YM002000,Другие,2024-12-31,18-24,Ж,False
YM002001,Казань,2023-03-27,35-44,Ж,False
YM002002,Москва,2023-01-08,25-34,Ж,False
YM002003,Уфа,2023-04-22,45-54,Ж,False
YM002004,Москва,2023-03-11,25-34,Ж,False
YM002005,Другие,2023-09-24,45-54,Ж,False
YM002006,Москва,2023-08-01,35-44,Ж,False
YM002007,Москва,2023-12-22,25-34,Ж,True
YM002008,Санкт-Петербург,2023-06-05,35-44,М,False
YM002009,Другие,2023-01-11,35-44,М,False
YM002010,Нижний Новгород,2023-02-27,25-34,Ж,False
YM002011,Санкт-Петербург,2023-03-31,25-34,М,False
YM002012,Казань,2023-07-11,25-34,Ж,True
YM002013,Другие,2023-06-04,35-44,М,False
YM002014,Краснодар,2024-11-21,55+,Ж,False
YM002015,Екатеринбург,2023-12-24,25-34,М,True
YM002016,Краснодар,2023-02-12,35-44,М,False
YM002017,Новосибирск,2024-06-02,25-34,Ж,True
YM002018,Казань,2024-04-20,25-34,М,False
YM002019,Пермь,2023-02-17,55+,Ж,True
YM002020,Москва,2023-04-28,25-34,Ж,True
YM002021,Санкт-Петербург,2023-06-07,18-24,М,False
YM002022,Самара,2023-03-09,35-44,Ж,False
YM002023,Санкт-Петербург,2024-03-14,45-54,Ж,True
YM002024,Другие,2023-01-25,25-34,Ж,False
YM002025,Екатеринбург,2023-04-15,18-24,М,True
YM002026,Другие,2023-01-06,18-24,М,False
YM002027,Нижний Новгород,2023-01-08,35-44,Ж,True
YM002028,Екатеринбург,2023-12-31,18-24,Ж,True
YM002029,Другие,2023-05-22,25-34,Ж,False
YM002030,Другие,2023-06-18,25-34,Ж,False
YM002031,Москва,2024-06-16,45-54,Ж,False
YM002032,Другие,2023-06-29,25-34,М,True
YM002033,Санкт-Петербург,2023-02-27,55+,Ж,True
YM002034,Екатеринбург,2023-02-08,35-44,М,False
YM002035,Москва,2023-03-07,45-54,М,False
YM002036,Москва,2023-06-16,45-54,М,False
YM002037,Санкт-Петербург,2023-11-16,25-34,М,False
YM002038,Санкт-Петербург,2023-11-28,25-34,М,False
YM002039,Москва,2023-03-28,18-24,Ж,False
YM002040,Другие,2024-08-27,35-44,Ж,True
YM002041,Москва,2024-01-10,18-24,Ж,True
YM002042,Краснодар,2023-01-02,18-24,Ж,True
YM002043,Москва,2023-11-21,45-54,Ж,True
YM002044,Ростов-на-Дону,2024-05-08,18-24,Ж,False
YM002045,Санкт-Петербург,2023-03-02,18-24,М,False
YM002046,Челябинск,2024-08-13,18-24,М,False
YM002047,Ростов-на-Дону,2023-05-17,45-54,Ж,False
YM002048,Пермь,2024-09-17,55+,Ж,False
YM002049,Москва,2023-03-07,25-34,М,True
YM002050,Челябинск,2023-01-13,55+,Ж,True
YM002051,Москва,2023-05-06,25-34,Ж,False
YM002052,Красноярск,2024-12-31,35-44,М,False
YM002053,Новосибирск,2023-02-19,25-34,М,True
YM002054,Москва,2024-07-27,35-44,Ж,False
YM002055,Другие,2023-01-27,25-34,Ж,True
YM002056,Нижний Новгород,2023-02-11,25-34,Ж,True
YM002057,Москва,2023-02-19,35-44,Ж,False
YM002058,Краснодар,2023-05-03,35-44,М,True
YM002059,Санкт-Петербург,2023-11-16,18-24,М,True
YM002060,Санкт-Петербург,2023-04-12,25-34,Ж,True
YM002061,Тюмень,2024-06-21,18-24,М,False
YM002062,Пермь,2024-08-27,55+,Ж,True
YM002063,Красноярск,2024-01-27,18-24,Ж,True
YM002064,Екатеринбург,2023-04-13,55+,Ж,True
YM002065,Воронеж,2024-07-09,55+,Ж,False
YM002066,Екатеринбург,2023-05-01,35-44,М,True
YM002067,Ростов-на-Дону,2023-04-10,18-24,М,False
YM002068,Красноярск,2023-02-10,18-24,Ж,False
